8.800000000000000000e+01,1.093999958038330078e+01,1.103999996185302734e+01,3.269999980926513672e+00,9.400000000000000000e+01,5.909999847412109375e+00,1.467000007629394531e+01,0.000000000000000000e+00
8.800000000000000000e+01,1.093999958038330078e+01,1.103999996185302734e+01,3.269999980926513672e+00,9.250000000000000000e+01,5.784999847412109375e+00,1.438000011444091797e+01,0.000000000000000000e+00
8.750000000000000000e+01,1.077499961853027344e+01,1.129500007629394531e+01,3.115000009536743164e+00,9.100000000000000000e+01,5.659999847412109375e+00,1.409000015258789062e+01,0.000000000000000000e+00
8.700000000000000000e+01,1.060999965667724609e+01,1.155000019073486328e+01,2.960000038146972656e+00,9.000000000000000000e+01,5.385000228881835938e+00,1.305999946594238281e+01,0.000000000000000000e+00
8.650000000000000000e+01,1.040499973297119141e+01,1.091499996185302734e+01,3.070000171661376953e+00,8.900000000000000000e+01,5.110000133514404297e+00,1.202999973297119141e+01,0.000000000000000000e+00
8.600000000000000000e+01,1.019999980926513672e+01,1.027999973297119141e+01,3.180000066757202148e+00,8.900000000000000000e+01,5.065000057220458984e+00,1.187500000000000000e+01,0.000000000000000000e+00
9.400000000000000000e+01,1.050000000000000000e+01,1.062500000000000000e+01,4.369999885559082031e+00,8.900000000000000000e+01,5.019999980926513672e+00,1.172000026702880859e+01,0.000000000000000000e+00
1.020000000000000000e+02,1.080000019073486328e+01,1.097000026702880859e+01,5.559999942779541016e+00,8.900000000000000000e+01,4.944999694824218750e+00,1.150000000000000000e+01,0.000000000000000000e+00
9.050000000000000000e+01,1.031500053405761719e+01,1.090500068664550781e+01,4.389999866485595703e+00,8.900000000000000000e+01,4.869999885559082031e+00,1.127999973297119141e+01,0.000000000000000000e+00
7.900000000000000000e+01,9.829999923706054688e+00,1.084000015258789062e+01,3.220000028610229492e+00,8.950000000000000000e+01,4.739999771118164062e+00,1.165499973297119141e+01,0.000000000000000000e+00
8.050000000000000000e+01,9.795000076293945312e+00,1.047500038146972656e+01,3.599999904632568359e+00,9.000000000000000000e+01,4.610000133514404297e+00,1.202999973297119141e+01,0.000000000000000000e+00
8.200000000000000000e+01,9.760000228881835938e+00,1.010999965667724609e+01,3.980000019073486328e+00,9.450000000000000000e+01,4.855000019073486328e+00,1.221000003814697266e+01,0.000000000000000000e+00
8.850000000000000000e+01,9.610000610351562500e+00,9.930000305175781250e+00,4.034999847412109375e+00,9.900000000000000000e+01,5.099999904632568359e+00,1.239000034332275391e+01,0.000000000000000000e+00
9.500000000000000000e+01,9.460000038146972656e+00,9.750000000000000000e+00,4.090000152587890625e+00,1.000000000000000000e+02,5.755000114440917969e+00,1.217500019073486328e+01,0.000000000000000000e+00
9.750000000000000000e+01,9.925000190734863281e+00,1.006999969482421875e+01,4.315000057220458984e+00,1.010000000000000000e+02,6.409999847412109375e+00,1.196000003814697266e+01,0.000000000000000000e+00
1.000000000000000000e+02,1.039000034332275391e+01,1.039000034332275391e+01,4.539999961853027344e+00,1.040000000000000000e+02,6.630000114440917969e+00,1.115999984741210938e+01,0.000000000000000000e+00
1.015000000000000000e+02,1.026000022888183594e+01,1.026000022888183594e+01,4.644999980926513672e+00,1.070000000000000000e+02,6.849999904632568359e+00,1.035999965667724609e+01,0.000000000000000000e+00
1.030000000000000000e+02,1.013000011444091797e+01,1.013000011444091797e+01,4.750000000000000000e+00,1.080000000000000000e+02,6.970000267028808594e+00,9.914999961853027344e+00,0.000000000000000000e+00
1.075000000000000000e+02,9.694999694824218750e+00,9.729999542236328125e+00,5.305000305175781250e+00,1.090000000000000000e+02,7.090000152587890625e+00,9.470000267028808594e+00,0.000000000000000000e+00
1.120000000000000000e+02,9.260000228881835938e+00,9.329999923706054688e+00,5.860000133514404297e+00,1.105000000000000000e+02,7.060000419616699219e+00,9.075000762939453125e+00,0.000000000000000000e+00
1.095000000000000000e+02,9.034999847412109375e+00,9.295000076293945312e+00,5.119999885559082031e+00,1.120000000000000000e+02,7.030000209808349609e+00,8.680000305175781250e+00,0.000000000000000000e+00
1.070000000000000000e+02,8.810000419616699219e+00,9.260000228881835938e+00,4.380000114440917969e+00,1.120000000000000000e+02,6.905000209808349609e+00,8.310000419616699219e+00,8.248000000000000000e+03
1.075000000000000000e+02,8.440000534057617188e+00,9.090000152587890625e+00,4.140000343322753906e+00,1.120000000000000000e+02,6.780000209808349609e+00,7.940000057220458984e+00,8.248000000000000000e+03
1.080000000000000000e+02,8.069999694824218750e+00,8.920000076293945312e+00,3.900000095367431641e+00,1.130000000000000000e+02,6.435000419616699219e+00,7.420000076293945312e+00,1.792600000000000000e+04
1.085000000000000000e+02,7.314999580383300781e+00,8.130000114440917969e+00,3.565000057220458984e+00,1.140000000000000000e+02,6.090000152587890625e+00,6.900000095367431641e+00,1.792600000000000000e+04
