2.342700000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.410000085830688477e+00,-5.299999713897705078e-01,1.000000000000000000e+04,0.000000000000000000e+00,2.746799926757812500e+02,0.000000000000000000e+00
2.342700000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.410000085830688477e+00,-5.299999713897705078e-01,1.000000000000000000e+04,0.000000000000000000e+00,2.745050048828125000e+02,0.000000000000000000e+00
2.356750000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.210000038146972656e+00,-5.249999761581420898e-01,1.000000000000000000e+04,0.000000000000000000e+00,2.743299865722656250e+02,0.000000000000000000e+00
2.370800000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.009999990463256836e+00,-5.199999809265136719e-01,1.000000000000000000e+04,0.000000000000000000e+00,2.740949707031250000e+02,0.000000000000000000e+00
2.252950000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.775000095367431641e+00,-3.050000071525573730e-01,1.000000000000000000e+04,0.000000000000000000e+00,2.738599853515625000e+02,0.000000000000000000e+00
2.135100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.539999961853027344e+00,-9.000000357627868652e-02,1.000000000000000000e+04,0.000000000000000000e+00,2.742600097656250000e+02,0.000000000000000000e+00
1.993550000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.234999895095825195e+00,-4.499999880790710449e-01,1.000000000000000000e+04,0.000000000000000000e+00,2.746600036621093750e+02,0.000000000000000000e+00
1.852000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.929999947547912598e+00,-8.100000023841857910e-01,1.000000000000000000e+04,0.000000000000000000e+00,2.743850097656250000e+02,0.000000000000000000e+00
1.743900000000000000e+04,5.000000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00,1.909999966621398926e+00,-7.450000047683715820e-01,1.000000000000000000e+04,0.000000000000000000e+00,2.741099853515625000e+02,0.000000000000000000e+00
1.635800000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.889999985694885254e+00,-6.800000071525573730e-01,1.000000000000000000e+04,0.000000000000000000e+00,2.741099853515625000e+02,2.684500000000000000e+03
1.782600000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.474999904632568359e+00,-6.349999904632568359e-01,1.000000000000000000e+04,0.000000000000000000e+00,2.741099853515625000e+02,8.807379882812500000e+03
1.929400000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.059999942779541016e+00,-5.899999737739562988e-01,1.000000000000000000e+04,0.000000000000000000e+00,2.757749938964843750e+02,1.577826953125000000e+04
2.149800000000000000e+04,1.500000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.024999618530273438e+00,-6.050000190734863281e-01,1.000000000000000000e+04,0.000000000000000000e+00,2.774400024414062500e+02,2.440775000000000000e+04
2.370200000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.989999771118164062e+00,-6.200000047683715820e-01,1.000000000000000000e+04,0.000000000000000000e+00,2.785499877929687500e+02,3.174036914062500000e+04
