time,windDirectionFrom10m,visibility,mslp,uvIndex,significantWeatherCode,precipitationRate,totalPrecipAmount,totalSnowAmount,probOfPrecipitation,screenRelativeHumidity,windGustSpeed10m,max10mWindGust,windSpeed10m,screenTemperature,maxScreenAirTemp,minScreenAirTemp,screenDewPointTemperature,feelsLikeTemperature
"2022-04-01 14:00:00",8,50854,102166,3,10,0,0,0,31,49.45,8.26,8.94,3.57,6.16,6.22,4.65,-4.06,3.54
"2022-04-01 15:00:00",13,51717,102161,2,3,0,0,0,3,43.07,8.41,9.31,3.78,6.59,6.97,6.16,-5.63,3.97
"2022-04-01 16:00:00",8,51355,102160,2,3,0,0,0,6,43.30,8.66,9.82,3.81,6.25,6.59,6.06,-5.80,3.51
"2022-04-01 17:00:00",320,54356,102180,1,3,0,0,0,6,51.78,10.29,10.29,6.74,5.62,6.90,5.53,-3.76,1.39
"2022-04-01 18:00:00",330,50735,102223,1,3,0,0,0,2,54.43,8.65,9.50,3.43,5.07,5.62,4.93,-3.64,2.33
"2022-04-01 19:00:00",337,41865,102280,0,0,0,0,0,0,63.00,8.36,8.36,2.52,3.32,5.07,3.28,-3.43,1.08
"2022-04-01 20:00:00",342,37096,102312,0,0,0,0,0,0,68.20,8.29,8.82,2.01,1.96,3.32,1.95,-3.62,-0.08
"2022-04-01 21:00:00",350,32800,102330,0,2,0,0,0,0,73.15,6.85,8.57,1.34,0.87,1.96,0.86,-3.70,-0.82
"2022-04-01 22:00:00",344,30402,102320,0,2,0,0,0,0,79.55,4.50,6.61,0.87,0.08,0.87,-0.11,-3.31,-1.63
"2022-04-01 23:00:00",6,25003,102300,0,2,0,0,0,2,84.65,3.02,4.61,0.48,-0.50,0.08,-0.64,-2.99,-2.19
"2022-04-02 00:00:00",308,29946,102350,0,0,0,0,0,0,84.92,6.17,6.17,1.65,-2.61,-1.60,-2.62,-5.07,-4.99
"2022-04-02 01:00:00",336,26982,102315,0,2,0,0,0,1,86.94,4.35,5.61,0.67,-2.17,-2.16,-2.61,-4.30,-3.94
"2022-04-02 02:00:00",337,26538,102268,0,2,0,0,0,2,87.15,2.25,2.83,0.38,-1.50,-1.46,-2.17,-3.49,-3.20
"2022-04-02 03:00:00",317,27720,102233,0,7,0,0,0,6,85.05,1.58,1.86,0.92,-0.66,-0.65,-1.50,-2.87,-2.24
"2022-04-02 04:00:00",255,29191,102230,0,7,0,0,0,6,82.82,1.03,1.48,0.73,-0.45,-0.40,-0.66,-2.94,-2.01
"2022-04-02 05:00:00",234,29833,102240,0,7,0,0,0,7,80.01,1.97,2.06,1.24,0.13,0.17,-0.45,-2.92,-1.47
"2022-04-02 06:00:00",144,16806,102290,1,7,0,0,0,6,96.03,2.06,2.06,0.10,-4.56,-4.51,-4.60,-5.38,-6.65
"2022-04-02 07:00:00",126,22810,102335,1,7,0,0,0,5,89.23,1.59,2.05,0.32,-2.78,-2.76,-4.56,-4.52,-4.63
"2022-04-02 08:00:00",119,27611,102386,1,8,0,0,0,8,81.44,1.71,1.92,0.68,-0.59,-0.58,-2.78,-3.51,-2.17
"2022-04-02 09:00:00",119,30664,102381,2,7,0,0,0,4,75.28,1.98,2.24,1.30,1.55,1.56,-0.59,-2.56,0.16
"2022-04-02 10:00:00",130,34772,102370,2,7,0,0,0,4,67.54,2.02,2.02,1.36,3.56,3.57,1.55,-2.27,2.24
"2022-04-02 11:00:00",106,34484,102390,3,7,0,0,0,5,64.84,3.03,3.03,1.88,4.37,4.39,3.56,-2.11,2.73
"2022-04-02 12:00:00",151,19948,102360,3,12,0,0,0,50,60.85,1.54,2.08,0.41,5.87,5.87,4.29,-1.35,5.15
"2022-04-02 13:00:00",154,44359,102360,3,12,0,0,0,46,64.94,2.13,2.32,1.02,5.24,5.87,5.22,-1.09,4.39
"2022-04-02 14:00:00",115,41931,102382,2,7,0,0,0,11,65.68,2.31,3.08,1.23,5.16,5.24,5.15,-1.09,4.10
"2022-04-02 15:00:00",96,40220,102378,2,7,0,0,0,7,62.10,2.58,3.08,1.21,5.64,5.71,5.16,-1.57,4.67
"2022-04-02 16:00:00",77,40101,102420,1,3,0,0,0,2,59.38,3.61,4.42,2.02,5.75,5.79,5.64,-1.99,4.24
"2022-04-02 17:00:00",73,40841,102450,1,3,0,0,0,3,62.14,4.31,5.23,2.19,5.24,5.75,5.22,-1.78,3.57
"2022-04-02 18:00:00",88,47012,102470,1,7,0,0,0,6,57.02,5.14,5.93,2.21,5.27,6.47,5.26,-2.80,3.46
"2022-04-02 19:00:00",70,43800,102583,0,2,0,0,0,1,68.94,5.98,6.30,0.92,4.40,5.27,4.36,-1.12,3.43
"2022-04-02 20:00:00",57,34298,102660,0,2,0,0,0,2,78.90,5.65,5.94,0.85,3.01,4.40,2.99,-0.62,1.88
"2022-04-02 21:00:00",59,27947,102699,0,0,0,0,0,0,87.39,4.98,5.53,0.90,0.96,3.01,0.94,-1.22,-0.42
"2022-04-02 22:00:00",49,24331,102750,0,2,0,0,0,0,89.59,4.41,5.70,1.17,0.39,0.96,0.26,-1.39,-1.32
"2022-04-02 23:00:00",62,19056,102790,0,0,0,0,0,0,92.20,3.55,4.31,0.94,-0.71,0.39,-0.73,-1.99,-2.36
"2022-04-03 00:00:00",44,20684,102820,0,0,0,0,0,0,93.39,4.12,4.72,1.03,-3.35,-2.38,-3.41,-4.55,-5.29
"2022-04-03 01:00:00",89,20616,102820,0,0,0,0,0,1,92.05,3.05,3.79,0.28,-3.11,-3.11,-3.35,-4.44,-5.02
"2022-04-03 02:00:00",35,19154,102810,0,0,0,0,0,1,92.72,1.99,2.49,0.17,-3.51,-3.11,-3.59,-4.63,-5.48
"2022-04-03 03:00:00",338,20743,102791,0,0,0,0,0,1,89.49,1.00,1.52,0.58,-2.91,-2.90,-3.51,-4.36,-4.79
"2022-04-03 04:00:00",310,22740,102790,0,0,0,0,0,0,86.70,1.86,1.86,1.01,-2.18,-2.17,-2.91,-4.01,-4.02
"2022-04-03 05:00:00",308,25137,102800,0,7,0,0,0,3,81.55,3.16,3.21,1.58,-1.22,-1.21,-2.18,-3.88,-3.33
"2022-04-03 06:00:00",303,19248,102800,1,1,0,0,0,0,93.74,4.63,4.70,2.37,-6.44,-5.27,-6.53,-7.57,-10.50
"2022-04-03 07:00:00",296,22127,102788,1,1,0,0,0,0,88.78,4.12,4.45,1.71,-3.78,-3.76,-6.44,-5.57,-6.45
"2022-04-03 08:00:00",293,27919,102824,2,1,0,0,0,0,75.22,4.68,5.06,1.76,0.27,0.29,-3.78,-3.71,-1.88
"2022-04-03 09:00:00",305,31852,102831,2,3,0,0,0,0,64.58,3.92,4.69,2.07,3.63,3.64,0.27,-2.55,1.69
"2022-04-03 10:00:00",311,34807,102800,2,3,0,0,0,0,55.21,3.85,3.99,1.94,5.99,6.02,3.63,-2.75,4.59
"2022-04-03 11:00:00",306,30981,102740,3,7,0,0,0,3,50.47,4.62,4.62,2.41,7.11,7.12,5.99,-2.95,5.48
"2022-04-03 12:00:00",297,38386,102670,3,3,0,0,0,0,45.70,5.14,5.14,2.47,8.31,8.33,6.55,-2.96,6.83
"2022-04-03 13:00:00",316,35931,102665,3,7,0,0,0,3,46.54,4.89,5.64,1.78,8.28,8.40,8.28,-2.79,7.48
"2022-04-03 14:00:00",304,36512,102592,2,3,0,0,0,0,46.51,7.36,7.36,3.44,8.46,8.49,8.21,-2.71,6.39
"2022-04-03 15:00:00",300,36494,102539,2,3,0,0,0,0,47.54,7.58,7.58,3.74,8.40,8.46,8.39,-2.53,6.14
"2022-04-03 16:00:00",298,36422,102470,1,3,0,0,0,0,51.02,7.87,7.99,3.73,7.80,8.40,7.79,-2.16,5.41
"2022-04-03 17:00:00",289,37722,102420,1,3,0,0,0,0,52.95,7.87,8.06,3.63,6.90,7.80,6.89,-2.48,4.37
"2022-04-03 18:00:00",296,44534,102400,1,3,0,0,0,0,57.75,7.72,7.75,2.57,6.48,7.91,6.48,-1.49,4.58
"2022-04-03 19:00:00",273,42890,102343,0,2,0,0,0,0,66.22,8.65,8.65,1.36,5.51,6.48,5.48,-0.61,4.50
"2022-04-03 20:00:00",262,39067,102304,0,7,0,0,0,4,73.03,9.77,9.86,2.32,4.64,5.51,4.47,-0.05,2.66
"2022-04-03 21:00:00",259,38234,102253,0,7,0,0,0,5,75.95,11.12,11.44,3.59,4.31,4.64,4.26,0.19,1.25
"2022-04-03 22:00:00",256,36469,102170,0,7,0,0,0,5,80.02,11.63,12.13,3.99,4.31,4.36,4.29,0.89,1.03
"2022-04-03 23:00:00",244,33826,102080,0,7,0,0,0,6,79.85,11.91,12.46,3.80,4.41,4.44,4.31,0.95,1.27
"2022-04-04 00:00:00",262,27776,101940,0,9,0,0,0,34,87.53,13.89,13.99,7.77,4.99,5.01,4.53,2.82,0.21
"2022-04-04 01:00:00",246,14797,101835,0,9,0,0,0,44,87.39,13.74,13.99,4.96,4.89,4.99,4.88,2.69,1.21
"2022-04-04 02:00:00",240,151,101698,0,15,1,0,0,84,94.58,13.81,14.17,4.23,4.80,4.89,4.66,3.73,1.48
"2022-04-04 03:00:00",243,153,101552,0,15,1,0,0,90,96.44,13.23,13.76,4.18,5.33,5.41,4.80,4.59,2.19
"2022-04-04 04:00:00",254,855,101440,0,15,2,1,0,91,97.41,13.00,13.52,4.14,6.19,6.21,5.33,5.60,3.25
"2022-04-04 05:00:00",261,261,101360,0,15,1,1,0,92,97.61,11.96,13.23,3.90,6.78,6.79,6.19,6.25,4.10
"2022-04-04 06:00:00",266,6662,101400,1,12,0,0,0,67,99.53,10.80,11.87,4.37,7.01,7.02,6.73,6.65,4.12
"2022-04-04 07:00:00",269,126,101310,1,15,1,0,0,88,98.51,11.39,11.73,2.89,7.32,7.35,7.01,6.82,5.37
"2022-04-04 08:00:00",285,777,101286,1,12,1,1,0,67,96.55,13.27,13.34,4.29,8.48,8.52,7.32,7.64,5.99
"2022-04-04 09:00:00",287,149,101263,1,15,1,1,0,87,95.90,12.78,13.68,4.56,9.00,9.18,8.48,7.99,6.52
"2022-04-04 10:00:00",284,143,101230,2,15,1,1,0,86,95.72,12.93,13.25,4.72,9.16,9.20,9.00,8.15,6.67
"2022-04-04 11:00:00",289,152,101220,2,15,1,1,0,84,95.96,12.66,12.83,4.60,9.33,9.41,9.16,8.34,6.91
"2022-04-04 12:00:00",316,74,101310,2,6,0,0,0,30,86.45,11.83,12.44,4.42,11.29,11.40,10.40,8.85,9.29
"2022-04-04 13:00:00",287,79,101285,2,12,0,0,0,61,91.64,11.35,11.40,2.91,10.38,11.29,10.38,8.77,9.01
"2022-04-04 14:00:00",293,4052,101210,2,15,1,0,0,91,92.90,12.10,12.26,3.91,10.43,10.46,10.38,8.94,8.55
"2022-04-04 15:00:00",288,1217,101193,2,15,1,1,0,94,94.13,12.27,12.55,4.27,10.32,10.44,10.27,8.99,8.26
"2022-04-04 16:00:00",295,813,101190,1,15,1,1,0,90,94.76,12.39,12.56,4.29,10.15,10.32,10.07,8.94,8.04
"2022-04-04 17:00:00",295,143,101180,1,12,1,1,0,72,96.06,12.06,12.29,4.18,9.95,10.15,9.94,8.96,7.85
"2022-04-04 18:00:00",314,4114,101220,1,12,0,0,0,58,99.06,12.86,12.89,5.81,10.37,10.49,10.34,9.93,7.72
"2022-04-04 19:00:00",302,7160,101200,0,12,0,0,0,55,96.21,14.90,15.03,4.74,9.97,10.37,9.97,9.07,7.64
"2022-04-04 20:00:00",295,9939,101198,0,12,0,0,0,55,92.49,13.52,14.44,4.10,9.61,9.97,9.60,8.09,7.48
"2022-04-04 21:00:00",295,6683,101202,0,12,0,0,0,61,92.67,14.34,14.49,5.07,9.35,9.61,9.31,7.83,6.74
"2022-04-04 22:00:00",292,4000,101200,0,13,1,0,0,70,94.23,13.75,14.72,5.10,9.04,9.35,9.03,7.78,6.37
"2022-04-04 23:00:00",288,8017,101180,0,13,2,1,0,76,94.25,13.81,14.26,5.00,9.07,9.11,9.04,7.83,6.44
"2022-04-05 00:00:00",311,9342,101250,0,9,0,0,0,45,95.44,13.89,14.62,5.35,9.07,9.19,9.07,8.10,6.27
"2022-04-05 01:00:00",297,1933,101233,0,12,0,0,0,61,96.05,12.86,13.61,3.67,8.73,9.07,8.73,7.83,6.61
"2022-04-05 02:00:00",298,1233,101202,0,11,0,0,0,47,95.87,12.50,12.88,4.14,8.54,8.73,8.54,7.58,6.14
"2022-04-05 03:00:00",295,154,101112,0,6,0,0,0,21,95.89,12.54,12.81,4.66,8.38,8.54,8.38,7.40,5.69
"2022-04-05 04:00:00",290,4000,101090,0,8,0,0,0,15,94.07,12.07,12.45,4.64,8.16,8.38,8.15,6.86,5.43
"2022-04-05 05:00:00",292,4000,101090,0,8,0,0,0,16,93.00,12.89,13.09,5.00,7.72,8.16,7.69,6.26,4.73
"2022-04-05 06:00:00",311,11986,101150,1,8,0,0,0,10,90.37,12.86,13.20,4.63,7.99,8.51,7.99,6.24,5.22
"2022-04-05 07:00:00",279,12780,101135,1,8,0,0,0,11,89.53,11.87,12.97,3.39,7.40,7.99,7.38,5.47,5.15
"2022-04-05 08:00:00",275,12018,101122,1,8,0,0,0,13,89.44,12.07,12.07,4.44,7.27,7.40,7.26,5.25,4.42
"2022-04-05 09:00:00",276,15903,101108,1,8,0,0,0,14,86.12,13.19,13.19,5.19,7.56,7.61,7.27,4.92,4.46
"2022-04-05 10:00:00",281,22205,101040,2,8,0,0,0,9,82.69,13.97,13.97,5.87,8.12,8.14,7.56,4.88,4.91
"2022-04-05 11:00:00",278,30551,100980,3,7,0,0,0,4,74.60,14.37,14.37,6.05,9.18,9.21,8.12,4.44,6.18
"2022-04-05 12:00:00",276,26866,101030,3,8,0,0,0,8,79.94,12.86,14.36,5.04,9.73,9.80,9.58,6.18,7.22
"2022-04-05 13:00:00",279,27225,100938,3,8,0,0,0,9,74.06,14.92,14.98,5.10,9.85,10.03,9.72,5.13,7.35
"2022-04-05 14:00:00",272,27430,100870,2,7,0,0,0,5,69.99,15.36,15.78,6.02,10.12,10.41,9.85,4.51,7.33
"2022-04-05 15:00:00",269,26641,100780,2,8,0,0,0,6,65.70,14.63,15.15,5.94,10.63,10.66,10.12,4.05,7.92
"2022-04-05 16:00:00",266,25739,100710,1,7,0,0,0,3,65.99,14.98,15.20,6.27,10.60,10.65,10.52,4.08,7.78
"2022-04-05 17:00:00",259,25105,100660,1,7,0,0,0,3,68.25,13.44,14.60,5.41,10.31,10.60,10.19,4.32,7.76
"2022-04-05 18:00:00",251,16890,100670,1,8,0,0,0,9,80.39,12.35,13.49,5.04,9.14,9.77,9.14,5.68,6.48
"2022-04-05 19:00:00",246,19785,100633,0,8,0,0,0,9,82.29,13.39,13.55,3.36,8.85,9.14,8.81,5.68,6.92
"2022-04-05 20:00:00",243,16810,100554,0,8,0,0,0,11,87.79,12.43,13.07,3.42,8.40,8.85,8.40,6.13,6.36
"2022-04-05 21:00:00",245,16890,100479,0,8,0,0,0,25,88.28,13.05,13.05,3.76,8.17,8.40,8.17,5.97,5.92
"2022-04-05 22:00:00",245,1969,100380,0,15,1,0,0,92,93.79,13.82,13.82,4.18,7.77,8.17,7.74,6.48,5.22
"2022-04-05 23:00:00",244,268,100310,0,15,2,1,0,95,95.67,13.90,14.08,4.45,7.80,7.81,7.68,6.87,5.13
"2022-04-06 00:00:00",245,78,100280,0,15,2,0,0,96,99.47,12.86,14.33,7.87,8.27,8.34,8.06,7.90,4.44
"2022-04-06 01:00:00",253,4246,100180,0,15,1,0,0,74,97.58,13.61,14.44,5.07,8.22,8.27,8.22,7.56,5.32
"2022-04-06 02:00:00",249,15964,100096,0,2,0,0,0,1,94.13,14.03,14.34,4.48,7.83,8.22,7.81,6.62,5.10
"2022-04-06 03:00:00",247,18001,99986,0,7,0,0,0,6,91.67,14.30,14.54,4.40,7.35,7.83,7.34,5.75,4.56
"2022-04-06 04:00:00",245,15962,99900,0,9,1,0,0,47,90.55,14.21,15.05,4.52,7.53,7.56,7.35,5.74,4.72
"2022-04-06 05:00:00",249,8617,99860,0,15,3,0,0,85,89.35,14.48,14.99,4.60,7.69,7.76,7.53,5.71,4.88
"2022-04-06 06:00:00",255,6926,99800,1,15,3,0,0,97,96.60,12.86,14.03,8.28,7.56,7.68,7.53,6.77,3.40
"2022-04-06 07:00:00",261,4445,99725,1,15,5,2,0,95,92.10,13.83,14.02,5.64,7.34,7.56,7.33,5.82,4.00
"2022-04-06 08:00:00",252,5731,99654,1,15,2,1,0,97,89.89,15.14,16.25,5.24,6.94,7.34,6.92,5.05,3.67
"2022-04-06 09:00:00",249,6404,99570,1,15,3,2,0,98,91.14,11.42,15.08,3.52,6.51,6.94,6.42,4.82,4.04
"2022-04-06 10:00:00",253,4492,99480,2,15,5,2,0,97,90.22,13.68,13.93,4.86,6.81,6.90,6.51,4.96,3.68
"2022-04-06 11:00:00",254,47680,99420,2,15,1,1,0,82,90.90,12.75,13.46,4.84,7.55,7.62,6.81,5.72,4.62
"2022-04-06 12:00:00",246,51054,99370,3,7,0,0,0,14,91.30,15.43,15.43,8.38,8.23,8.42,6.85,6.62,4.25
"2022-04-06 13:00:00",245,9072,99280,3,14,1,0,0,56,87.62,14.93,15.57,5.58,8.50,8.60,8.23,6.23,5.47
"2022-04-06 14:00:00",256,34177,99198,2,7,0,0,0,20,74.82,15.20,16.60,5.55,9.16,9.47,8.50,4.54,6.33
"2022-04-06 15:00:00",253,40584,99130,2,10,1,0,0,42,73.02,17.30,17.98,6.53,9.08,9.18,8.71,4.09,5.91
"2022-04-06 16:00:00",247,35690,99050,1,10,1,0,0,34,72.33,16.95,17.58,5.93,8.98,9.10,8.66,3.83,5.97
"2022-04-06 17:00:00",248,30760,99000,1,10,1,0,0,34,79.99,16.90,17.33,5.78,8.20,8.98,8.02,4.54,5.06
"2022-04-06 18:00:00",255,20554,98940,1,8,0,0,0,10,86.42,18.00,18.00,9.36,7.88,8.29,7.86,5.49,3.54
"2022-04-06 19:00:00",248,22657,98873,0,7,0,0,0,8,84.00,17.47,17.72,5.99,7.72,7.88,7.70,4.88,4.34
"2022-04-06 20:00:00",246,21124,98856,0,8,0,0,0,18,82.63,17.51,17.57,5.86,7.52,7.72,7.46,4.39,4.14
"2022-04-06 21:00:00",247,17879,98777,0,15,2,0,0,81,83.41,17.62,18.44,5.73,7.15,7.52,7.08,4.13,3.75
"2022-04-06 22:00:00",258,22553,98750,0,15,1,0,0,80,81.34,19.36,20.83,6.54,5.65,7.15,5.39,2.41,1.53
"2022-04-06 23:00:00",260,64770,98730,0,2,0,0,0,2,82.61,17.73,18.07,5.49,5.49,5.65,5.45,2.39,1.77
"2022-04-07 00:00:00",274,33918,98580,0,7,0,0,0,5,78.12,18.01,18.01,5.81,6.91,7.33,6.87,3.11,3.38
"2022-04-07 01:00:00",265,49659,98530,0,7,0,0,0,5,77.58,17.97,18.04,3.95,6.23,6.91,6.19,2.30,3.42
"2022-04-07 02:00:00",266,60594,98502,0,7,0,0,0,5,77.04,17.87,18.65,5.22,5.36,6.23,5.34,1.31,1.69
"2022-04-07 03:00:00",268,62178,98534,0,0,0,0,0,0,78.04,17.88,18.17,5.39,4.63,5.36,4.62,0.75,0.70
"2022-04-07 04:00:00",268,58791,98509,0,0,0,0,0,0,78.31,18.30,18.53,5.50,4.05,4.63,4.02,0.24,-0.09
"2022-04-07 05:00:00",272,57313,98530,0,7,0,0,0,4,75.04,18.01,18.55,5.69,4.14,4.17,4.05,-0.22,-0.06
"2022-04-07 06:00:00",288,20646,98470,1,7,0,0,0,5,78.50,15.43,19.32,6.22,5.52,5.53,5.52,1.82,1.45
"2022-04-07 07:00:00",285,23464,98553,1,7,0,0,0,6,78.40,16.52,19.00,3.59,5.32,5.52,5.29,1.56,2.60
"2022-04-07 08:00:00",282,29948,98652,2,8,0,0,0,10,78.00,17.45,19.01,5.49,5.23,5.33,5.23,1.31,1.46
"2022-04-07 09:00:00",282,35677,98739,2,8,0,0,0,10,75.21,18.61,19.31,6.69,5.49,5.54,5.23,1.00,1.27
"2022-04-07 10:00:00",282,39258,98820,2,12,0,0,0,51,74.12,19.58,20.28,7.45,5.74,6.09,5.49,0.99,1.34
"2022-04-07 11:00:00",283,28299,98890,3,14,4,0,0,59,70.09,21.11,21.24,8.08,6.15,6.51,5.74,0.62,1.65
"2022-04-07 12:00:00",300,22204,99100,3,7,0,0,0,17,68.04,18.00,20.90,10.65,7.31,7.63,6.81,1.56,2.48
"2022-04-07 13:00:00",294,41211,99218,3,7,0,0,0,15,66.35,19.32,22.85,7.74,7.16,7.61,6.68,1.00,3.06
"2022-04-07 14:00:00",298,25648,99274,3,10,0,0,0,33,64.25,17.95,19.98,6.84,7.15,7.31,6.34,0.40,3.32
"2022-04-07 15:00:00",303,24711,99391,2,10,1,0,0,42,73.23,16.20,17.97,6.19,6.02,7.15,5.68,1.16,2.11
"2022-04-07 16:00:00",303,26453,99510,2,10,0,0,0,39,70.60,16.12,17.34,6.41,5.70,6.02,5.42,0.25,1.63
"2022-04-07 17:00:00",306,39153,99600,1,1,0,0,0,3,69.87,12.98,14.61,4.77,5.78,5.85,5.38,0.25,2.42
"2022-04-07 18:00:00",299,32736,99730,1,1,0,0,0,0,60.55,11.32,14.18,5.71,6.13,6.94,6.12,-1.17,2.43
"2022-04-07 19:00:00",205,26733,99863,0,0,0,0,0,0,72.93,4.37,8.98,0.76,4.78,6.13,4.72,-0.02,3.84
"2022-04-07 20:00:00",259,22412,99928,0,2,0,0,0,3,78.07,9.75,10.17,2.86,4.35,4.78,4.16,0.55,1.84
"2022-04-07 21:00:00",255,21746,99971,0,0,0,0,0,5,85.22,9.36,10.65,2.88,3.73,4.35,3.72,1.18,1.08
"2022-04-07 22:00:00",259,26712,100020,0,0,0,0,0,5,87.54,9.16,10.80,2.67,3.40,3.73,3.37,1.26,0.90
"2022-04-07 23:00:00",268,15086,100030,0,9,1,0,0,38,88.96,7.30,10.40,2.25,3.39,3.60,3.26,1.42,1.17
"2022-04-08 00:00:00",237,14440,100110,0,2,0,0,0,5,95.51,6.17,9.25,1.70,1.11,1.39,1.08,0.18,-0.79
"2022-04-08 01:00:00",230,14365,100092,0,2,0,0,0,1,94.82,5.26,6.28,1.77,1.33,1.38,1.11,0.36,-0.68
"2022-04-08 02:00:00",2,12702,100034,0,2,0,0,0,0,95.91,2.53,6.21,0.34,0.80,1.33,0.67,0.05,-0.65
"2022-04-08 03:00:00",268,14131,99966,0,7,0,0,0,3,95.64,2.56,3.36,0.31,1.30,1.40,0.80,0.60,-0.03
"2022-04-08 04:00:00",266,16822,99891,0,7,0,0,0,4,92.87,2.54,3.69,0.77,1.62,1.74,1.30,0.48,0.21
"2022-04-08 05:00:00",316,17508,99860,0,2,0,0,0,0,93.90,3.30,3.51,1.15,0.78,1.62,0.64,-0.19,-0.79
"2022-04-08 06:00:00",337,14660,99890,1,1,0,0,0,0,97.14,6.17,6.49,1.34,-0.19,-0.18,-0.63,-0.88,-1.71
"2022-04-08 07:00:00",88,16771,99912,1,1,0,0,0,0,94.92,3.67,5.71,0.38,0.41,0.45,-0.19,-0.56,-1.04
"2022-04-08 08:00:00",29,31953,99920,2,1,0,0,0,0,82.01,2.85,4.14,0.67,2.66,2.67,0.41,-0.41,1.44
"2022-04-08 09:00:00",37,49021,99939,2,3,0,0,0,0,63.03,3.45,3.45,1.79,5.35,5.35,2.66,-1.57,4.07
"2022-04-08 10:00:00",26,52107,99970,3,3,0,0,0,0,55.03,4.15,4.15,2.12,6.80,6.82,5.35,-2.10,5.43
"2022-04-08 11:00:00",12,51846,100010,4,3,0,0,0,1,47.48,5.62,5.62,2.67,8.01,8.04,6.80,-2.96,6.30
"2022-04-08 12:00:00",8,52646,100050,4,3,0,0,0,1,52.18,9.77,9.77,7.20,8.39,8.46,7.86,-1.08,4.79
"2022-04-08 13:00:00",315,62927,100125,4,14,1,0,0,53,55.05,3.23,8.09,2.09,7.75,8.39,7.53,-1.06,6.67
"2022-04-08 14:00:00",319,50693,100162,3,14,1,0,0,53,57.90,7.23,9.13,3.51,7.94,8.13,7.65,-0.25,5.78
"2022-04-08 15:00:00",326,47484,100220,2,10,0,0,0,29,62.94,9.85,12.02,4.31,7.06,7.94,6.31,-0.10,4.24
"2022-04-08 16:00:00",326,46046,100320,2,3,0,0,0,3,62.75,10.76,12.11,4.73,6.66,7.06,6.50,-0.40,3.53
"2022-04-08 17:00:00",322,50347,100410,1,3,0,0,0,2,65.78,9.24,11.03,3.93,5.93,6.66,5.77,-0.44,3.06
"2022-04-08 18:00:00",338,48538,100550,1,14,2,0,0,63,70.66,7.20,9.90,5.09,4.83,6.71,4.78,-0.30,1.06
"2022-04-08 19:00:00",324,29464,100685,0,13,1,0,0,55,77.72,8.30,9.97,2.77,4.12,4.83,3.65,0.26,1.65
"2022-04-08 20:00:00",329,24689,100810,0,7,0,0,0,5,84.18,8.40,9.19,2.70,3.72,4.12,3.68,0.92,1.22
"2022-04-08 21:00:00",333,29256,100921,0,7,0,0,0,5,82.69,7.01,8.47,1.61,3.29,3.72,3.29,0.25,1.62
"2022-04-08 22:00:00",325,27967,101020,0,0,0,0,0,0,82.47,7.99,8.50,2.04,2.63,3.29,2.61,-0.40,0.67
"2022-04-08 23:00:00",303,28507,101130,0,2,0,0,0,0,83.51,6.96,7.93,1.56,1.97,2.63,1.95,-0.80,0.24
"2022-04-09 00:00:00",327,19934,101240,0,0,0,0,0,0,90.66,9.77,9.77,2.52,0.21,0.25,-0.23,-1.41,-2.81
"2022-04-09 01:00:00",304,27185,101285,0,2,0,0,0,0,87.35,8.72,9.95,1.25,0.67,0.69,0.21,-1.46,-0.88
"2022-04-09 02:00:00",290,19660,101322,0,0,0,0,0,1,89.23,7.58,9.28,1.18,0.60,0.67,0.59,-1.20,-0.98
"2022-04-09 03:00:00",283,27603,101363,0,0,0,0,0,0,94.31,7.02,8.23,1.28,0.09,0.60,0.00,-0.82,-1.57
"2022-04-09 04:00:00",277,24281,101390,0,0,0,0,0,0,94.64,6.95,7.41,1.37,0.09,0.12,-0.13,-0.74,-1.55
"2022-04-09 05:00:00",280,28369,101441,0,0,0,0,0,1,93.54,6.77,8.00,1.25,0.35,0.37,0.09,-0.61,-1.27
"2022-04-09 06:00:00",248,20248,101570,1,3,0,0,0,0,96.43,5.66,7.18,1.80,-1.43,-1.43,-2.17,-2.21,-3.87
"2022-04-09 07:00:00",269,28263,101615,1,3,0,0,0,0,88.24,6.63,6.63,0.60,0.09,0.10,-1.43,-1.88,-1.42
"2022-04-09 08:00:00",272,34694,101634,2,7,0,0,0,3,77.79,5.68,6.39,1.67,2.65,2.68,0.09,-1.16,1.08
"2022-04-09 09:00:00",310,44387,101680,2,1,0,0,0,1,62.44,7.49,7.49,3.41,5.04,5.08,2.65,-2.02,2.37
"2022-04-09 10:00:00",310,45036,101720,3,1,0,0,0,1,58.43,7.18,8.35,3.21,6.13,6.31,5.04,-1.90,3.74
"2022-04-09 11:00:00",310,46236,101770,3,7,0,0,0,4,54.69,6.83,7.23,3.17,6.94,6.95,6.13,-2.08,4.78
"2022-04-09 12:00:00",294,50922,101830,4,3,0,0,0,0,53.57,5.14,8.02,2.26,8.43,8.53,7.58,-0.69,7.13
"2022-04-09 13:00:00",304,51376,101810,4,3,0,0,0,1,55.66,8.41,9.27,3.89,7.87,8.43,7.63,-0.75,5.43
"2022-04-09 14:00:00",291,52482,101800,3,3,0,0,0,0,52.24,7.39,8.67,3.12,8.01,8.15,7.87,-1.56,6.10
"2022-04-09 15:00:00",304,53454,101793,2,3,0,0,0,0,47.20,7.36,7.75,3.51,8.02,8.19,7.94,-2.99,5.82
"2022-04-09 16:00:00",309,53525,101780,2,7,0,0,0,3,49.22,7.07,7.42,3.54,7.45,8.02,7.43,-2.99,5.12
